git_hash=55c2d9c;execution date=20240624_092201;;;
Cluster;Legal;Has Solution;Cluster Size;Max Length;Time;AccumulatedTime
0xbd1b7300d_1;0;0;0;-1;6.71e-07;295436
0xf121f6e34_2;0;0;0;-1;1.032e-06;295436
0xa0887f164_1;0;0;0;-1;1.964e-06;295436
0xa898a9b09_1;0;0;0;-1;4.31e-07;295436
0xe3ef7935a_2;0;0;0;-1;2.4e-07;295436
0xaef81a695_0;0;0;0;-1;2.4e-07;295436
0x1778e1fc1_2;0;0;0;-1;4.81e-07;295436
0x1f46119a_1;0;0;0;-1;6.21e-07;295436
0x1088be023c_2;0;0;0;-1;4.51e-07;295436
0x1069d1f272_2;0;0;0;-1;8.62e-07;295436
0x49e063454_1;0;0;0;-1;1.052e-06;295436
0x5da4046bc_2;0;0;0;-1;3.01e-07;295436
0x97c4f36d7_2;0;0;0;-1;4.31e-07;295436
0x8bb3e50c3_0;0;0;0;-1;7.82e-07;295436
0x6ce156821_0;0;0;0;-1;7.32e-07;295436
0xe2b020934_2;0;0;0;-1;8.12e-07;295436
0x8c23f5ec7_1;0;0;0;-1;8.11e-07;295436
0x392851010_2;0;0;0;-1;1.193e-06;295436
0x3f1917835_2;0;0;0;-1;7.51e-07;295436
0xd4009c970_2;0;0;0;-1;0.596748;295437
0xb4102a8d3_2;0;0;0;-1;6.71e-07;295437
0x3d73d7fd1_0;0;0;0;-1;5.71e-07;295437
0x5bf483f72_1;0;0;0;-1;3.61e-07;295437
0x4d581d806_1;0;0;0;-1;9.21e-07;295437
0xa2cf76678_2;0;0;0;-1;7.01e-07;295437
0x9397049a5_1;0;0;0;-1;5.21e-07;295437
0x73d728696_1;0;0;0;-1;4.11e-07;295437
0xebd1c36d6_1;0;0;0;-1;4.11e-07;295437
0x79cfef926_2;0;0;0;-1;4.21e-07;295437
0xc544063fd_0;0;0;0;-1;6.71e-07;295437
0xbec7cb5d1_0;0;0;0;-1;3.51e-07;295437
0x1212325ef8_0;0;0;0;-1;2.61e-07;295437
0xae9f03b17_1;0;0;0;-1;3.81e-07;295437
0x46eb2dbf_1;0;0;0;-1;3.51e-07;295437
0xfaaa58287_1;0;0;0;-1;3.51e-07;295437
0xa0318c874_2;0;0;0;-1;3.61e-07;295437
0xc801f605d_0;0;0;0;-1;2.7e-07;295437
0x7d3763b87_1;0;0;0;-1;8.72e-07;295437
0xed88ba8d7_0;0;0;0;-1;5.71e-07;295437
0xf9bb26f20_1;0;0;0;-1;3.6e-07;295437
0xe1091c230_0;0;0;0;-1;8.31e-07;295437
0xac89e5c71_0;0;0;0;-1;3.71e-07;295437
0x114baa00b1_2;0;0;0;-1;1.112e-06;295437
0x44bb428b3_1;0;0;0;-1;2.3e-07;295437
0x686737ee5_0;0;0;0;-1;4.21e-07;295437
0x1d3b0382c_0;0;0;0;-1;2.21e-07;295437
0x44a60a387_2;0;0;0;-1;7.12e-07;295437
0xf84edeab_2;0;0;0;-1;9.11e-07;295437
0x73cd93d68_2;0;0;0;-1;3.91e-07;295437
0x3a7b78195_0;0;0;0;-1;2.3e-07;295437
0x41191d5e8_2;0;0;0;-1;3.65706;295440
0x12567ba2c_1;0;0;0;-1;8.02e-07;295440
0x3da4e985_2;0;0;0;-1;2.4e-07;295440
0x71cbd827_1;0;0;0;-1;3.4e-07;295440
0xa465a13d3_0;0;0;0;-1;9.81e-07;295440
0x105580d576_0;0;0;0;-1;8.12e-07;295440
0x7a7d3228a_1;0;0;0;-1;8.32e-07;295440
0xaccd40a7e_0;0;0;0;-1;8.02e-07;295440
0xdf1ace742_2;0;0;0;-1;3.31e-07;295440
0x7db07ae4f_1;0;0;0;-1;6.01e-07;295440
0xc6791b594_0;0;0;0;-1;2.4e-07;295440
0x2996ead75_1;0;0;0;-1;9.62e-07;295440
0x8d64b5ffe_0;0;0;0;-1;3.51e-07;295440
0xdf2b19016_0;0;0;0;-1;6.52e-07;295440
0xdae44b755_2;0;0;0;-1;4.21e-07;295440
0x68ff9cec4_0;0;0;0;-1;3.71e-07;295440
0x59b75ebae_1;0;0;0;-1;1.082e-06;295440
0x122d00ec9e_1;0;0;0;-1;7.12e-07;295440
0x90c88b7c1_1;0;0;0;-1;4.91e-07;295440
0x8863ebcca_0;0;0;0;-1;8.62e-07;295440
0xcf43475d5_1;0;0;0;-1;4.01e-07;295440
0x5ed383f6_2;0;0;0;-1;1.212e-06;295440
0xa732c83d2_2;0;0;0;-1;3.41e-07;295440
0xae9f4f6db_0;0;0;0;-1;3.41e-07;295440
0xa94969b72_0;0;0;0;-1;4.21e-07;295440
0xc6567c5e3_1;0;0;0;-1;7.01e-07;295440
0x59db737d8_2;0;0;0;-1;7.12e-07;295440
0xe2f73b4c6_2;0;0;0;-1;6.82e-07;295440
0x8bd94b821_2;0;0;0;-1;7.12e-07;295440
0x626dade4a_2;0;0;0;-1;1.562e-06;295440
0x73dac00ac_2;0;0;0;-1;9.82e-07;295440
0x410f7fe22_2;0;0;0;-1;4.81e-07;295440
0xd0d2b41f1_2;0;0;0;-1;5.61e-07;295440
0xbbc7762ea_1;0;0;0;-1;4.71e-07;295440
0xde4406da8_1;0;0;0;-1;3.61e-07;295440
0x2a48161df_0;0;0;0;-1;3.91e-07;295440
0x47adb9974_0;0;0;0;-1;2.71e-07;295440
0x463265b05_1;0;0;0;-1;2.164e-06;295440
0x3f836eb70_1;0;0;0;-1;19.7436;295460
0x4842c67fd_1;0;0;0;-1;6.01e-07;295460
0x8e7726a00_2;0;0;0;-1;1.052e-06;295460
0x285ab74b4_0;0;0;0;-1;7.21e-07;295460
0x145b47081_0;0;0;0;-1;1.283e-06;295460
0x1202f10618_0;0;0;0;-1;4.71e-07;295460
0xd961d5bed_2;0;0;0;-1;3.41e-07;295460
0x123b14f104_0;0;0;0;-1;9.01e-07;295460
0x10f2500912_0;0;0;0;-1;3.4e-07;295460
0xa43c23f6b_1;0;0;0;-1;7.42e-07;295460
0xb73006de0_0;0;0;0;-1;6.81e-07;295460
0x26b2e21d_0;0;0;0;-1;5.71e-07;295460
0xa666b360c_1;0;0;0;-1;7.42e-07;295460
0xc8c25e196_0;0;0;0;-1;2.6e-07;295460
0xd8f37be71_2;0;0;0;-1;3.51e-07;295460
0x5160f35aa_1;0;0;0;-1;2.21e-07;295460
0x611c3066d_2;0;0;0;-1;9.82e-07;295460
0x102403ac64_1;0;0;0;-1;2.91e-07;295460
0x1158289fa4_1;0;0;0;-1;2.81e-07;295460
0xa9b8b49c6_2;0;0;0;-1;6.82e-07;295460
0x8e15cd116_1;0;0;0;-1;3.11e-07;295460
0xa74e44c6f_1;0;0;0;-1;8.52e-07;295460
0x10793b4a4c_0;0;0;0;-1;8.12e-07;295460
0x1186d6d81c_0;0;0;0;-1;2.51e-07;295460
0x8bc5b5eb8_0;0;0;0;-1;3.9e-07;295460
0x7116b7b40_1;0;0;0;-1;11.3674;295471
0xba9d1ebb9_2;0;0;0;-1;4.61e-07;295471
0xa79a73a2a_1;0;0;0;-1;7.11e-07;295471
0x8ffdfc3de_1;0;0;0;-1;4.11e-07;295471
0x846561d99_1;0;0;0;-1;2.61e-07;295471
0x93961475_1;0;0;0;-1;28.0315;295500
0x5526b561d_1;0;0;0;-1;7.81e-07;295500
0x22a98f2cd_2;0;0;0;-1;8.11e-07;295500
0x11c8122fa_2;0;0;0;-1;4.61e-07;295500
0xe4d09fe81_2;0;0;0;-1;8.32e-07;295500
0xea5af8b5_0;0;0;0;-1;6.11e-07;295500
0x4391a14a2_1;0;0;0;-1;8.12e-07;295500
0x493b8ffa9_2;0;0;0;-1;1.283e-06;295500
0x65ac31906_0;0;0;0;-1;8.11e-07;295500
0x965410367_1;0;0;0;-1;3.61e-07;295500
0xf5d4cbad2_1;0;0;0;-1;5.21e-07;295500
0x7c20137d2_1;0;0;0;-1;4.4e-07;295500
0xb6f2e5f_0;0;0;0;-1;1.002e-06;295500
0xacf708210_1;0;0;0;-1;8.81e-07;295500
0x7a4e6427a_1;0;0;0;-1;8.91e-07;295500
0x57b9b3c5c_2;0;0;0;-1;6.61e-07;295500
0x10ea22051_0;0;0;0;-1;5.41e-07;295500
0x4904918fe_0;0;0;0;-1;7.41e-07;295500
0x48ef10168_1;0;0;0;-1;6.71e-07;295500
0xdfba498a9_0;0;0;0;-1;6.51e-07;295500
0x10b4dfe23b_0;0;0;0;-1;2.31e-07;295500
0x1089b13013_1;0;0;0;-1;5.71e-07;295500
0xfa4d6e98c_1;0;0;0;-1;6.01e-07;295500
0x346592ffd_2;0;0;0;-1;3.71e-07;295500
0xc1242785a_1;0;0;0;-1;2.51e-07;295500
0x5b6531810_0;0;0;0;-1;4.01e-07;295500
0x75df624ed_0;0;0;0;-1;3.61e-07;295500
0xd6ee1cba_1;0;0;0;-1;3.7e-07;295500
0x52cad68e2_2;0;0;0;-1;1.212e-06;295500
0x50f1b5bb2_0;0;0;0;-1;7.42e-07;295500
0x107145be09_2;0;0;0;-1;6.71e-07;295500
0x21139d64c_2;0;0;0;-1;1.17124;295501
0xd7577d49e_1;0;0;0;-1;6.71e-07;295501
0x6a8bef8a9_0;0;0;0;-1;3.4e-07;295501
0x10e66c8e9a_0;0;0;0;-1;2.4e-07;295501
0x2f872166_0;0;0;0;-1;5.31e-07;295501
0x10ef0b34d4_2;0;0;0;-1;5.11e-07;295501
0x114761e6b9_1;0;0;0;-1;9.12e-07;295501
0xdd93f902f_0;0;0;0;-1;9.92e-07;295501
0x519a95d3f_2;0;0;0;-1;2.5e-07;295501
0x8fe03752e_1;0;0;0;-1;2.104e-06;295501
0x84076c924_2;0;0;0;-1;95.6456;295596
0x4f1a206ad_2;0;0;0;-1;8.22e-07;295596
0x50dd94b4_2;0;0;0;-1;4.81e-07;295596
0xa5abee16b_1;0;0;0;-1;2.31e-07;295596
0xfce88c78_1;1;1;4552;4;14.8712;295611
0x773af7b9c_2;0;0;0;-1;6.92e-07;295611
0x8fdee38fb_1;0;0;0;-1;6.02e-07;295611
0x8dd8be553_0;0;0;0;-1;7.82e-07;295611
0x2f14a5943_2;0;0;0;-1;7.82e-07;295611
0x100ff93fe5_1;0;0;0;-1;3.21e-07;295611
0x4aa40968a_1;0;0;0;-1;4.91e-07;295611
0x86717a76a_2;0;0;0;-1;2.21e-07;295611
0xeec5615ed_2;0;0;0;-1;4.41e-07;295611
0x9380a2e62_0;0;0;0;-1;0.521933;295612
0xd8e30209d_1;0;0;0;-1;9.01e-07;295612
0x2c7c50b9_1;0;0;0;-1;8.52e-07;295612
0xcd31e51e1_0;1;1;21416;7;62.1679;295674
0x6611b464b_1;0;0;0;-1;3.8e-07;295674
0x4fc2bcaf9_2;0;0;0;-1;6.81e-07;295674
0x280ac356b_0;0;0;0;-1;5.21e-07;295674
0xc1bebcf7b_0;0;0;0;-1;7.21e-07;295674
0xb81b7b96c_0;0;0;0;-1;3.61e-07;295674
0x8f54cd054_0;0;0;0;-1;5.21e-07;295674
0x2fcdfe1d5_1;0;0;0;-1;3.91e-07;295674
0x80d4226c9_0;0;0;0;-1;5.61e-07;295674
0x203c556e3_2;0;0;0;-1;2.3e-07;295674
0x8b6f2e792_2;0;0;0;-1;5.11e-07;295674
0xd4dc7ca6e_0;0;0;0;-1;3.41e-07;295674
0x267be984b_2;0;0;0;-1;2.31e-07;295674
0xf4c1db686_1;0;0;0;-1;3.51e-07;295674
0x2e5b7d551_0;0;0;0;-1;1.192e-06;295674
0xb157a0252_1;0;0;0;-1;3.81e-07;295674
0xd8d4e4f4_2;0;0;0;-1;0.862855;295675
0x197829c34_1;0;0;0;-1;4.61e-07;295675
0x11cb6a046_1;0;0;0;-1;1.002e-06;295675
0x92ccd062b_2;0;0;0;-1;3.21e-07;295675
0x323af18c6_2;0;0;0;-1;6.01e-07;295675
0x668f42fd5_1;0;0;0;-1;0.960615;295676
0x6b1c35e69_1;0;0;0;-1;8.61e-07;295676
0x2346d5dc_1;0;0;0;-1;3.5e-07;295676
0x7d3910601_2;0;0;0;-1;4.81e-07;295676
0xc7335c2a4_1;0;0;0;-1;3.51e-07;295676
0x4c72dfe5e_2;0;0;0;-1;7.61e-07;295676
0x7791fae2_2;0;0;0;-1;3.61e-07;295676
0xc02ec60d2_2;0;0;0;-1;2.71e-07;295676
0xa71721116_0;0;0;0;-1;4.01e-07;295676
0x15b7dc38e_2;0;0;0;-1;3.11e-07;295676
0x4a53e1fbe_1;0;0;0;-1;5.41e-07;295676
0x5ee2bee7f_0;0;0;0;-1;7.21e-07;295676
0x11e355e161_2;0;0;0;-1;5.31e-07;295676
0x5c6f57fd1_2;0;0;0;-1;5.21e-07;295676
0xb96efbe2b_0;0;0;0;-1;3.5e-07;295676
0x253819cb1_1;0;0;0;-1;4.21e-07;295676
0xf54407d46_1;0;0;0;-1;4.01e-07;295676
0xd24337fcd_1;0;0;0;-1;3.31e-07;295676
0xf3f6af6fe_0;0;0;0;-1;1.062e-06;295676
0xf1c9ab447_0;0;0;0;-1;7.31e-07;295676
0x29aa436b2_0;0;0;0;-1;3.8e-07;295676
0xb878fd891_1;0;0;0;-1;1.082e-06;295676
0x3fad51ca7_1;0;0;0;-1;3.71e-07;295676
0xbc9f17095_2;0;0;0;-1;8.61e-07;295676
0x94a40b46a_0;0;0;0;-1;3.61e-07;295676
0x2a5fe79eb_2;0;0;0;-1;8.52e-07;295676
0xf8f5eb48b_0;0;0;0;-1;6.01e-07;295676
0x76c4c94dd_1;0;0;0;-1;2.3e-07;295676
0x116bd377a_2;0;0;0;-1;1.042e-06;295676
0x9759ded1c_0;0;0;0;-1;8.81e-07;295676
0x145faabf_0;0;0;0;-1;2.4e-07;295676
0xfaac5c6a8_1;0;0;0;-1;3.6e-07;295676
0x1bb652b9d_1;0;0;0;-1;3.3e-07;295676
0xa2020eab7_1;0;0;0;-1;1.333e-06;295676
0x6d9867336_2;0;0;0;-1;9.02e-07;295676
0xa4cffeff6_0;0;0;0;-1;7.42e-07;295676
0xf65b44ad8_0;0;0;0;-1;6.11e-07;295676
0xe451b04bd_2;0;0;0;-1;6.21e-07;295676
0x3c520517e_0;0;0;0;-1;5.31e-07;295676
0x689828a12_2;0;0;0;-1;6.72e-07;295676
0x655e1d506_0;0;0;0;-1;5.81e-07;295676
0xf3bf5144b_1;0;0;0;-1;2.81e-07;295676
0x3fc1fdcc1_0;0;0;0;-1;9.32e-07;295676
0x4c58df6d7_2;0;0;0;-1;5.01e-07;295676
0x7313f0b73_1;0;0;0;-1;6.01e-07;295676
0x94daf1d65_1;0;0;0;-1;7.71e-07;295676
0x652c414eb_2;0;0;0;-1;4.41e-07;295676
0x104e358072_0;0;0;0;-1;3.61e-07;295676
0xcb7dc684a_0;0;0;0;-1;3.8e-07;295676
0x6669807e4_2;0;0;0;-1;6.91e-07;295676
0x27df118e2_1;0;0;0;-1;6.71e-07;295676
0xb927c6309_2;0;0;0;-1;1.102e-06;295676
0x79e5e6b8a_1;0;0;0;-1;0.846655;295677
0xfdd57c146_1;0;0;0;-1;9.31e-07;295677
0x12049b6b10_0;0;0;0;-1;9.82e-07;295677
0x25995d9be_2;0;0;0;-1;4.21e-07;295677
0x701e7d920_2;0;0;0;-1;7.11e-07;295677
0x72e20dc6a_0;0;0;0;-1;5.01e-07;295677
0x11008f5459_0;0;0;0;-1;3.51e-07;295677
0xf8914cdae_1;0;0;0;-1;1.133e-06;295677
0x188edca68_2;0;0;0;-1;7.22e-07;295677
0xe37e539ec_0;0;0;0;-1;4.41e-07;295677
0x53e7e3cda_2;0;0;0;-1;7.81e-07;295677
0x96f246236_2;0;0;0;-1;4.91e-07;295677
0xea4985100_0;0;0;0;-1;2.41e-07;295677
0xeea02f43f_1;0;0;0;-1;4.81e-07;295677
0x9957a51d0_2;0;0;0;-1;2.3e-07;295677
0xc1789f903_0;0;0;0;-1;5.11e-07;295677
0x33cdd7c86_2;0;0;0;-1;7.21e-07;295677
0x11bf16010_0;0;0;0;-1;0.51163;295677
0x22de049e1_1;0;0;0;-1;7.31e-07;295677
0x4c2804c64_2;0;0;0;-1;6.11e-07;295677
0x29a1f52ac_0;0;0;0;-1;6.21e-07;295677
0x7d15f1732_2;0;0;0;-1;7.92e-07;295677
0x223cea37f_2;0;0;0;-1;6.81e-07;295677
0xbfd3072ca_2;0;0;0;-1;4.41e-07;295677
0x282ad5556_1;0;0;0;-1;5.51e-07;295677
0x3aae965fd_0;0;0;0;-1;4.41e-07;295677
0xfc61a41cc_1;0;0;0;-1;5.41e-07;295677
0x863672f3f_1;0;0;0;-1;6.01e-07;295677
0xcd03e8ea4_2;1;0;432;-1;7.42924;295685
0xbfbb127bd_2;0;0;0;-1;1.062e-06;295685
0x6f864488d_0;0;0;0;-1;2.3e-07;295685
0x23ea7257c_1;0;0;0;-1;3.4e-07;295685
0xba5e37aea_1;0;0;0;-1;3.61e-07;295685
0xc666fc4b_2;0;0;0;-1;3.5e-07;295685
0x1119da98d8_0;0;0;0;-1;3.71e-07;295685
0x104ed12ea7_0;0;0;0;-1;8.62e-07;295685
0xc4b740383_1;0;0;0;-1;4.61e-07;295685
0x309910a59_2;0;0;0;-1;8.82e-07;295685
0xc5a5374ae_0;0;0;0;-1;2.71e-07;295685
0x692236993_2;0;0;0;-1;6.52e-07;295685
0x1cd2a591_2;0;0;0;-1;5.81e-07;295685
0x315682144_0;0;0;0;-1;4e-07;295685
0xc4c55a8f1_0;0;0;0;-1;3.81e-07;295685
0xcadfb4107_0;0;0;0;-1;3.91e-07;295685
0x301d756f_1;0;0;0;-1;2.9e-07;295685
0x1903b9e2d_1;0;0;0;-1;1.31123;295686
0x20d28d128_2;0;0;0;-1;8.04896;295694
0x4d28b94f2_2;0;0;0;-1;4.41e-07;295694
0x702c3a701_2;0;0;0;-1;8.32e-07;295694
0x942a9ea41_2;0;0;0;-1;5.91e-07;295694
0xbce25fdce_0;0;0;0;-1;5.71e-07;295694
0xe6fb32381_1;0;0;0;-1;6.61e-07;295694
0x688d30955_2;0;0;0;-1;7.72e-07;295694
0x57c170179_1;0;0;0;-1;5.81e-07;295694
0xc53448452_1;0;0;0;-1;5.51e-07;295694
0x10bc2b0fa7_1;0;0;0;-1;3.61e-07;295694
0x98ca4694e_1;0;0;0;-1;3.51e-07;295694
0xb4eabd456_2;0;0;0;-1;7.01e-07;295694
0x85de53f77_1;0;0;0;-1;4.11e-07;295694
0x10e2f7a921_0;0;0;0;-1;3.8e-07;295694
0x9ddf0a738_2;0;0;0;-1;4.81e-07;295694
0x438548712_1;0;0;0;-1;2.4e-07;295694
0xd79788720_2;0;0;0;-1;2.41e-07;295694
0x87c99cae1_1;0;0;0;-1;2.5e-07;295694
0xb83411bc_0;0;0;0;-1;3.31e-07;295694
0x1c0c784bf_0;0;0;0;-1;4.71e-07;295694
0x733687444_0;0;0;0;-1;1.954e-06;295694
0x1226ad0423_2;0;0;0;-1;4.71e-07;295694
0x691e060e6_1;0;0;0;-1;9.71e-07;295694
0xd5231b768_1;0;0;0;-1;9.51e-07;295694
0x55dd47b94_2;0;0;0;-1;7.01e-07;295694
0xce4045457_0;0;0;0;-1;4.91e-07;295694
0xafc9ad43_2;0;0;0;-1;2.4e-07;295694
0x3357df659_0;0;0;0;-1;4.11e-07;295694
0xe751fd7df_0;0;0;0;-1;2.91e-07;295694
0x4224e29f_1;1;1;688;4;0.894495;295695
0x95a858bd5_2;0;0;0;-1;1.052e-06;295695
0xc2d07680b_2;1;1;15558;1;146.475;295842
0xf2b8bc82b_1;0;0;0;-1;3.81e-07;295842
0x71649e866_1;0;0;0;-1;4.31e-07;295842
0xe4c6e74e7_0;0;0;0;-1;4.11e-07;295842
0xd2450fa2d_1;0;0;0;-1;1.242e-06;295842
0x8c77f9408_1;0;0;0;-1;3.2e-07;295842
0xaecabadfd_2;0;0;0;-1;4.11e-07;295842
0x3d27873e9_1;0;0;0;-1;9.02e-07;295842
0xbdafd9538_0;0;0;0;-1;2.81e-07;295842
0x1d2be42d8_2;0;0;0;-1;4.71e-07;295842
0x68d1f34be_0;0;0;0;-1;1.172e-06;295842
0xadfa590ad_0;0;0;0;-1;3.4e-07;295842
0xbab7142ff_2;0;0;0;-1;9.02e-07;295842
0xa1df9dd6d_0;0;0;0;-1;3.11e-07;295842
0x86ec3d098_1;0;0;0;-1;4.4e-07;295842
0xd21050bd6_1;0;0;0;-1;3.81e-07;295842
0x4e2cbc4b2_2;0;0;0;-1;3.81e-07;295842
0x10366f9ae6_1;0;0;0;-1;5.01e-07;295842
0xb250ec304_1;0;0;0;-1;3.91e-07;295842
0x637479bcb_2;0;0;0;-1;3.4e-07;295842
0x855b3faee_2;0;0;0;-1;3.61e-07;295842
0xba536f604_1;0;0;0;-1;2.4e-07;295842
0xd85c01fae_1;0;0;0;-1;9.71e-07;295842
0x198c49203_1;0;0;0;-1;6.12e-07;295842
0x5e8218f58_0;0;0;0;-1;7.61e-07;295842
0x53dec0776_2;0;0;0;-1;4.01e-07;295842
0x83bcc8949_2;0;0;0;-1;3.61e-07;295842
0xf0ff33d5b_0;0;0;0;-1;1.072e-06;295842
0x6ff8ab0b5_1;0;0;0;-1;2.51e-07;295842
0xb95726ea9_1;1;0;15558;-1;9.82e-07;295842
0xdb1a947f4_0;0;0;0;-1;5.41e-07;295842
0x75378bedb_0;0;0;0;-1;6.61e-07;295842
0x14cc4a9dd_2;0;0;0;-1;4.11e-07;295842
0x113d05088_1;1;1;290;1;0.370286;295842
0x80c0f0756_0;0;0;0;-1;4.11e-07;295842
0x831477fc0_2;0;0;0;-1;4.41e-07;295842
0x755be8759_1;0;0;0;-1;8.22e-07;295842
0x82681080f_1;0;0;0;-1;5.91e-07;295842
0x11c50eff9e_0;0;0;0;-1;9.11e-07;295842
0x8a52e2379_0;0;0;0;-1;9.52e-07;295842
0xf9c1670ba_1;0;0;0;-1;3.51e-07;295842
0xef66f7177_1;0;0;0;-1;1.392e-06;295842
0xbc842549f_2;0;0;0;-1;2.2e-07;295842
0xe4eb90503_2;0;0;0;-1;4.2e-07;295842
0xb69bcbbf2_1;0;0;0;-1;8.22e-07;295842
0xcd887f345_1;0;0;0;-1;3.61e-07;295842
0xd01a5a59a_1;0;0;0;-1;9.22e-07;295842
0x48cbc3375_0;0;0;0;-1;3.81e-07;295842
0x26277e240_2;0;0;0;-1;1.182e-06;295842
0x808d62061_2;0;0;0;-1;5.01e-07;295842
0x1f149a4d5_0;0;0;0;-1;9.02e-07;295842
0x98bba0501_1;0;0;0;-1;5.91e-07;295842
0x97d84a012_0;0;0;0;-1;4.21e-07;295842
0x36dfce657_1;0;0;0;-1;4.81e-07;295842
0x56bc96aea_2;0;0;0;-1;8.12e-07;295842
0x385b2803f_1;0;0;0;-1;7.62e-07;295842
0xe210f8d8a_2;0;0;0;-1;5.81e-07;295842
0xc2376358d_2;0;0;0;-1;2.3e-07;295842
0x277dfbf9f_1;0;0;0;-1;2.21e-07;295842
0xe811193c5_1;0;0;0;-1;5.51e-07;295842
0x25997ad79_0;0;0;0;-1;5.51e-07;295842
0xea9bdc8f7_0;0;0;0;-1;6.01e-07;295842
0xcade46144_0;0;0;0;-1;3.9e-07;295842
0x1922b4e2e_1;0;0;0;-1;2.91e-07;295842
0x62b43ae6e_1;0;0;0;-1;23.855;295866
0x8a2c16b5f_0;0;0;0;-1;3.8e-07;295866
0x5d329f5c2_0;0;0;0;-1;5.1e-07;295866
0x11067ddd84_2;0;0;0;-1;9.92e-07;295866
0x11b09ccfd3_0;0;0;0;-1;3.61e-07;295866
0xb85e25993_1;0;0;0;-1;2.3e-07;295866
0x108df71e5c_0;0;0;0;-1;4.31e-07;295866
0x81098ae18_1;0;0;0;-1;7.52e-07;295866
0x4111b7607_1;0;0;0;-1;5.11e-07;295866
0x114b824994_0;0;0;0;-1;3.9e-07;295866
0x11309265af_0;0;0;0;-1;3.51e-07;295866
0x10a22518b0_2;0;0;0;-1;3.5e-07;295866
0xb55a4c1d_0;0;0;0;-1;5.41e-07;295866
0x2248d3b14_0;0;0;0;-1;1.032e-06;295866
0x1231a840ea_1;0;0;0;-1;8.22e-07;295866
0x3a5239dcf_0;0;0;0;-1;6.81e-07;295866
0xd21a92b72_2;0;0;0;-1;7.82e-07;295866
0x88f5dbcad_1;0;0;0;-1;5.11e-07;295866
0xde858eba6_2;0;0;0;-1;1.012e-06;295866
0x83c88e092_0;0;0;0;-1;5.21e-07;295866
0x56b896ba9_0;0;0;0;-1;7.11e-07;295866
0x1cac2c4f0_2;0;0;0;-1;3.9e-07;295866
0xf5948357d_0;0;0;0;-1;7.31e-07;295866
0xc1d1fe608_2;0;0;0;-1;1.052e-06;295866
0x77c3d63f7_2;0;0;0;-1;7.01e-07;295866
0x48dbc988a_0;0;0;0;-1;3.2e-07;295866
0x8ed799f84_0;0;0;0;-1;3.51e-07;295866
0xd0a22eb26_0;0;0;0;-1;9.72e-07;295866
0x5359af748_2;0;0;0;-1;7.62e-07;295866
0x1a36f1ff2_2;0;0;0;-1;2.2e-07;295866
0x746cff0f8_0;0;0;0;-1;4e-07;295866
0xa3be1cddd_2;0;0;0;-1;2.8e-07;295866
0xcbd3e3b7d_2;0;0;0;-1;3.01e-07;295866
0xd15812b3e_1;0;0;0;-1;7.22e-07;295866
0x2bce72da1_0;0;0;0;-1;1.052e-06;295866
0x3622e8b3_1;0;0;0;-1;3.2e-07;295866
0x91b312468_0;0;0;0;-1;2.61e-07;295866
0xb44d1d550_1;0;0;0;-1;2.2e-07;295866
0x276973c3c_0;0;0;0;-1;1.182e-06;295866
0x412f6367d_0;0;0;0;-1;4.31e-07;295866
0x107c0250b_0;0;0;0;-1;5.61e-07;295866
0x7d5462b45_0;0;0;0;-1;3.41e-07;295866
0x4e4ca7d16_0;0;0;0;-1;5.41e-07;295866
0x7aad42f06_0;0;0;0;-1;7.22e-07;295866
0xae87f040b_1;0;0;0;-1;5.21e-07;295866
0x69333f89a_1;0;0;0;-1;6.62e-07;295866
0x5e827dd3_0;0;0;0;-1;3.7e-07;295866
0x743160e3d_2;0;0;0;-1;3.41e-07;295866
0xcff157097_2;0;0;0;-1;9.51e-07;295866
0x10f4f50108_1;0;0;0;-1;3.21e-07;295866
0x9163a80a0_0;0;0;0;-1;7.81e-07;295866
0xed8ed14d8_1;0;0;0;-1;4.2e-07;295866
0x7892daee6_1;0;0;0;-1;3.61e-07;295866
0x103d581f9f_2;0;0;0;-1;5.91e-07;295866
0x4af191dc9_0;0;0;0;-1;6.21e-07;295866
0xe1f48df58_0;0;0;0;-1;7.01e-07;295866
0x245996596_1;0;0;0;-1;8.91e-07;295866
0xd23a566d9_0;0;0;0;-1;5.21e-07;295866
0x3879c98bd_2;0;0;0;-1;5.91e-07;295866
0xd65f9277_1;0;0;0;-1;6.42e-07;295866
0x5d9d354df_1;0;0;0;-1;5.61e-07;295866
0x1013728a72_2;0;0;0;-1;7.91e-07;295866
0xc1ed4e34e_1;0;0;0;-1;4.41e-07;295866
0xecc913347_0;0;0;0;-1;9.41e-07;295866
0x10d7de95f2_2;0;0;0;-1;9.32e-07;295866
0xcfa67f691_0;0;0;0;-1;4.91e-07;295866
0xe0282167e_2;0;0;0;-1;4.91e-07;295866
0x67c02a230_1;0;0;0;-1;3.21e-07;295866
0xa6703404d_1;0;0;0;-1;1.072e-06;295866
0x74173c838_0;0;0;0;-1;6.21e-07;295866
0x4f04ddb24_1;0;0;0;-1;1.513e-06;295866
0x798167937_1;0;0;0;-1;8.92e-07;295866
0x97f5ad66_1;0;0;0;-1;7.22e-07;295866
0xf2ba9f14e_1;0;0;0;-1;6.91e-07;295866
0xd303d69_1;0;0;0;-1;5.81e-07;295866
0x2ace4a5f8_1;0;0;0;-1;6.91e-07;295866
0xa5ef0352_1;0;0;0;-1;9.62e-07;295866
0xdd3d0e868_2;0;0;0;-1;9.21e-07;295866
