git_hash=55c2d9c;execution date=20240625_134721;;;
Cluster;Legal;Has Solution;Cluster Size;Max Length;Time;AccumulatedTime
0xb14400c4f_1;0;0;0;-1;3.1e-07;167595
0xf50059736_1;1;1;336;3;2.48962;167598
0xd96961c5e_1;0;0;0;-1;4.31e-07;167598
0x5b4d99b90_1;0;0;0;-1;5.41e-07;167598
0x31d8f2a5d_1;0;0;0;-1;2.6e-07;167598
0x1f6860698_1;0;0;0;-1;3.31e-07;167598
0x11977809fd_0;0;0;0;-1;1.052e-06;167598
0x9c71bbc55_0;0;0;0;-1;8.52e-07;167598
0xe5d7a9e87_1;0;0;0;-1;8.12e-07;167598
0xbfd49dc24_0;0;0;0;-1;6.61e-07;167598
0x11b22cdbaa_2;0;0;0;-1;4.51e-07;167598
0xe186b4be2_2;0;0;0;-1;3.41e-07;167598
0x10e1aa542e_0;0;0;0;-1;2.2e-07;167598
0x50d90c96b_2;0;0;0;-1;2.2e-07;167598
0xbf9c2dafd_1;0;0;0;-1;3.1e-07;167598
0x57463d19c_0;0;0;0;-1;3.2e-07;167598
0x5988276c6_0;0;0;0;-1;4.71e-07;167598
0xc95776797_1;0;0;0;-1;4.51e-07;167598
0x4720ba0b5_2;0;0;0;-1;3.11e-07;167598
0x52fe7b0e4_1;0;0;0;-1;3.9e-07;167598
0x53d9859e0_0;0;0;0;-1;3.3e-07;167598
0x6faa1d29e_0;0;0;0;-1;2.9e-07;167598
0x22c74b015_0;1;1;589;1;36.1567;167634
0x1120b176fa_2;0;0;0;-1;4.41e-07;167634
0x10c3f4989e_2;0;0;0;-1;7.81e-07;167634
0x1140b235d1_1;0;0;0;-1;6.51e-07;167634
0xda10acecf_0;0;0;0;-1;4.21e-07;167634
0xafd33f9bf_1;0;0;0;-1;7.21e-07;167634
0xd7c07d399_1;0;0;0;-1;6.21e-07;167634
0xc52ce70d9_0;0;0;0;-1;4.5e-07;167634
0x11414763a2_2;0;0;0;-1;6.11e-07;167634
0x100c1ac5a7_0;0;0;0;-1;6.21e-07;167634
0xa389a4027_0;0;0;0;-1;3.31e-07;167634
0x1153132037_2;0;0;0;-1;6.01e-07;167634
0x7fac4b711_2;0;0;0;-1;5.71e-07;167634
0xcf28bc9af_2;0;0;0;-1;3.71e-07;167634
0x9457039e2_2;0;0;0;-1;2.21e-07;167634
0xfb5523dd0_1;0;0;0;-1;1.8e-07;167634
0x106900a872_0;0;0;0;-1;2.11e-07;167634
0x36c5a5cb4_0;0;0;0;-1;3.11e-07;167634
0x11727aecbd_0;0;0;0;-1;9.82e-07;167634
0x525a40f58_1;0;0;0;-1;3.11e-07;167634
0x94c4d06f5_2;0;0;0;-1;5.51e-07;167634
0x39ceb9009_0;0;0;0;-1;7.01e-07;167634
0xf45e06f2a_0;1;1;17225;15;19.9784;167654
0x77d406d2f_1;0;0;0;-1;8.01e-07;167654
0xc1d1e15cc_2;0;0;0;-1;5.11e-07;167654
0x4365c8f37_1;0;0;0;-1;4.3e-07;167654
0xed36903da_1;0;0;0;-1;3.51e-07;167654
0xdd85d2871_1;0;0;0;-1;2.31e-07;167654
0xf1e27400f_1;0;0;0;-1;1.022e-06;167654
0x81832e30_0;0;0;0;-1;3.31e-07;167654
0xa78d5dd0e_2;0;0;0;-1;6.41e-07;167654
0x8f9dd5689_0;0;0;0;-1;5.71e-07;167654
0xe97af8ed_2;0;0;0;-1;28.689;167682
0x47a91d010_1;0;0;0;-1;7.22e-07;167683
0x5a019814d_0;0;0;0;-1;6.71e-07;167683
0x457cd972_2;0;0;0;-1;5.21e-07;167683
0xb7478136_1;0;0;0;-1;5.61e-07;167683
0xea1c60e92_2;0;0;0;-1;5.21e-07;167683
0x78810b82a_2;0;0;0;-1;4.41e-07;167683
0xbacf93ca9_2;0;0;0;-1;0.720237;167683
0x2ded9626c_0;0;0;0;-1;7.12e-07;167683
0xc732b32e1_1;0;0;0;-1;6.31e-07;167683
0x39a137868_1;0;0;0;-1;2.8e-07;167683
0xa45de68d0_2;0;0;0;-1;2.71e-07;167683
0xfeabf3f1e_1;0;0;0;-1;3.3e-07;167683
0x69363fdb0_2;0;0;0;-1;5.01e-07;167683
0x519707db4_0;1;1;70522;10;101.89;167785
0x115b0d960_1;0;0;0;-1;1.253e-06;167785
0xa22fd09a3_1;0;0;0;-1;3.91e-07;167785
0x2c29e5b92_1;0;0;0;-1;0.334553;167785
0x955826b42_1;0;0;0;-1;6.42e-07;167785
0xfc201f244_0;0;0;0;-1;4.11e-07;167785
0x90b465d99_0;0;0;0;-1;3.31e-07;167785
0x107d45d9a9_2;0;0;0;-1;3.71e-07;167785
0xbe9d1e53_2;0;0;0;-1;7.01e-07;167785
0x66e7e90f9_1;0;0;0;-1;0.953476;167786
0x97eead896_1;0;0;0;-1;9.62e-07;167786
0x8c9f09466_1;0;0;0;-1;6.92e-07;167786
0x3ec361933_1;0;0;0;-1;5.41e-07;167786
0xca4db624c_0;0;0;0;-1;4.01e-07;167786
0xd7f10029_1;0;0;0;-1;7.92e-07;167786
0x11b236488_0;0;0;0;-1;6.01e-07;167786
0xd4b5b4664_1;0;0;0;-1;2.304e-06;167786
0x2067a7443_1;0;0;0;-1;4.51e-07;167786
0x1e1db35c5_1;0;0;0;-1;9.22682;167796
0xc964a887_0;0;0;0;-1;6.61e-07;167796
0xe3d9c5f12_0;0;0;0;-1;7.41e-07;167796
0x11199fa94a_1;0;0;0;-1;5.31e-07;167796
0x5d6a15fe3_1;0;0;0;-1;5.21e-07;167796
0x120fbe21d7_2;0;0;0;-1;3.9e-07;167796
0x7f60a5fa9_2;0;0;0;-1;5.71e-07;167796
0x87828139f_1;0;0;0;-1;2.2e-07;167796
0x13eea1166_1;0;0;0;-1;3.51e-07;167796
0x63b6794d6_2;0;0;0;-1;6.01e-07;167796
0x8d679b733_2;0;0;0;-1;2e-07;167796
0x4dda74dda_1;0;0;0;-1;3.2e-07;167796
0xfb2b1bf7e_0;0;0;0;-1;2e-07;167796
0xbe631a167_1;0;0;0;-1;2.11e-07;167796
0x1cbf22ce9_0;0;0;0;-1;2.81e-07;167796
0x62dbe4874_0;0;0;0;-1;1.8e-07;167796
0xc61b16ae8_0;0;0;0;-1;3.91e-07;167796
0x41ab87713_2;0;0;0;-1;5.21e-07;167796
0x110bf2c62_2;0;0;0;-1;4.81e-07;167796
0xba12283c8_2;1;0;411;-1;61.3322;167857
0x2b853598c_1;0;0;0;-1;7.72e-07;167857
0x71d8c5cd1_1;0;0;0;-1;6.51e-07;167857
0x117213105d_1;0;0;0;-1;5.41e-07;167857
0x1014d14825_0;0;0;0;-1;3.4e-07;167857
0xcceaaf681_2;0;0;0;-1;5.81e-07;167857
0x106239e499_2;0;0;0;-1;3.71e-07;167857
0x247068069_0;0;0;0;-1;2.11e-07;167857
0x8a4157597_2;0;0;0;-1;1.8e-07;167857
0x35f5fa1ce_2;0;0;0;-1;3.21e-07;167857
0xc1d445782_0;0;0;0;-1;3e-07;167857
0x9dc76b5_2;0;0;0;-1;2.01e-07;167857
0x1bbfa68c6_1;0;0;0;-1;6.32e-07;167857
0xd9d206965_2;0;0;0;-1;4.81e-07;167857
0xc4ed2f790_0;0;0;0;-1;5.71e-07;167857
0xe8a4b598a_0;0;0;0;-1;5.81e-07;167857
0x1084921244_2;0;0;0;-1;6.31e-07;167857
0x3204f71bd_1;0;0;0;-1;5.01e-07;167857
0xc74776c54_2;0;0;0;-1;11.3568;167868
0x46451c61b_1;0;0;0;-1;5.31e-07;167868
0x42519e536_2;0;0;0;-1;4.41e-07;167868
0x8a5c9786f_1;0;0;0;-1;5.91e-07;167868
0x3f382581f_0;0;0;0;-1;5.51e-07;167868
0x122d8a51da_2;0;0;0;-1;6.11e-07;167868
0x151ddf8b3_0;0;0;0;-1;3.01e-07;167868
0x1019c3dd07_1;0;0;0;-1;3.31e-07;167868
0x563414489_0;0;0;0;-1;3.91e-07;167868
0xa59436d4f_0;0;0;0;-1;3.01e-07;167868
0xa03cde547_0;0;0;0;-1;5.21e-07;167868
0xce74319f8_1;0;0;0;-1;4.5e-07;167868
0x887893c05_0;0;0;0;-1;4.71e-07;167868
0xd5fde25b0_2;0;0;0;-1;5.41e-07;167868
0x76fc83196_2;0;0;0;-1;5.91e-07;167868
0xb02e08777_1;0;0;0;-1;5.31e-07;167868
0xe62b20971_0;0;0;0;-1;5.31e-07;167868
0x43e0c1c74_2;0;0;0;-1;5.51e-07;167868
0x525cf67b_1;0;0;0;-1;7.21e-07;167868
0xb46cd47a9_1;0;0;0;-1;5.41e-07;167868
0x34b06b00_2;0;0;0;-1;5.91e-07;167868
0x6676e5d21_0;0;0;0;-1;3.11e-07;167868
0xc87fc3b34_2;0;0;0;-1;1.9e-07;167868
0xf66b3d320_0;0;0;0;-1;2.2e-07;167868
0xaaee03918_0;0;0;0;-1;3e-07;167868
0x42d85938e_2;0;0;0;-1;1.9e-07;167868
0x44b2a3183_1;0;0;0;-1;3.51e-07;167868
0x43cde32aa_1;0;0;0;-1;3.2e-07;167868
0x47122fca4_2;0;0;0;-1;1.81e-07;167868
0x71c4e264b_1;0;0;0;-1;2.6e-07;167868
0xe233b7ff9_1;0;0;0;-1;1.81e-07;167868
0x4a34bca85_0;0;0;0;-1;4.01e-07;167868
0x1186adbfdb_0;0;0;0;-1;3.41e-07;167868
0x3466408f9_1;0;0;0;-1;6.71e-07;167868
0xf772b506e_0;0;0;0;-1;8.21e-07;167868
0xd8084ffec_2;0;0;0;-1;4.21e-07;167868
0x11080290f8_1;0;0;0;-1;5.41e-07;167868
0xea5d775a5_0;0;0;0;-1;3e-07;167868
0x728687637_1;0;0;0;-1;2.01e-07;167868
0x4cce8f599_2;0;0;0;-1;2.91e-07;167868
0xee538aaab_2;0;0;0;-1;4.6e-07;167868
0x5eac2ea5_2;0;0;0;-1;3.71e-07;167868
0x908951087_2;0;0;0;-1;8.62e-07;167868
0x11d2816a3e_1;0;0;0;-1;3.61e-07;167868
0x9dd5a74fc_1;0;0;0;-1;7.11e-07;167868
0x2196e74f4_1;0;0;0;-1;0.898877;167869
0x657cea5fa_2;0;0;0;-1;7.51e-07;167869
0x6b7e656c6_1;0;0;0;-1;4.4e-07;167869
0xa224a98d_2;0;0;0;-1;4.71e-07;167869
0x3d3d97212_1;0;0;0;-1;6.21e-07;167869
0x8b0c2ebc8_2;0;0;0;-1;4.81e-07;167869
0x10388ad640_2;0;0;0;-1;2e-07;167869
0x6e0af4077_1;0;0;0;-1;3.21e-07;167869
0x390b00d6f_0;0;0;0;-1;2e-07;167869
0x93416d41a_2;0;0;0;-1;4.11e-07;167869
0x89677a2f0_2;0;0;0;-1;5.61e-07;167869
0xff1289d77_1;0;0;0;-1;3.2e-07;167869
0x1cae80ffb_1;0;0;0;-1;6.01e-07;167869
0xc4752128d_1;0;0;0;-1;3.84824;167873
0x1d4303403_0;0;0;0;-1;4.11e-07;167873
0xd1360dce_1;0;0;0;-1;7.21e-07;167873
0x54289994f_0;0;0;0;-1;6.61e-07;167873
0x158419080_2;0;0;0;-1;0.0704281;167873
0x657c21cf6_1;0;0;0;-1;7.72e-07;167873
0x231ddf1bf_1;0;0;0;-1;5.61e-07;167873
0x1044f97e06_0;0;0;0;-1;5.31e-07;167873
0x3cb3b6cbd_0;0;0;0;-1;8.91e-07;167873
0x1f94f3b29_0;0;0;0;-1;6.21e-07;167873
0x40b806784_1;0;0;0;-1;7.12e-07;167873
0xf6d88265b_0;0;0;0;-1;4.81e-07;167873
0x416e1a3d0_1;0;0;0;-1;8.61e-07;167873
0x7ba72a775_0;0;0;0;-1;8.32e-07;167873
0x12832f1bd_0;0;0;0;-1;3.91e-07;167873
0xa6e37a2ac_0;0;0;0;-1;5.31e-07;167873
0xbb1ca6594_1;1;1;2262;4;2.40254;167876
0x11d3a1e4f8_0;0;0;0;-1;8.12e-07;167876
0x36a997092_2;0;0;0;-1;16.0325;167892
0x3be399654_2;0;0;0;-1;9.02e-07;167892
0xfc96669b_0;0;0;0;-1;4.31e-07;167892
0xcfd555cb6_1;0;0;0;-1;6.01e-07;167892
0x1a0f95f8a_2;0;0;0;-1;5.21e-07;167892
0x5c3181862_0;0;0;0;-1;6.51e-07;167892
0xdb54c9d69_2;0;0;0;-1;4.21e-07;167892
0x45a5e0c84_0;0;0;0;-1;7.42e-07;167892
0x761fb0f18_2;0;0;0;-1;9.02e-07;167892
0x18fc39a63_2;0;0;0;-1;3.7e-07;167892
0x1b570d76f_1;0;0;0;-1;6.01e-07;167892
0xebd96eee_1;0;0;0;-1;3.31e-07;167892
0xb07b08755_0;0;0;0;-1;6.12e-07;167892
0x3471f06bf_0;0;0;0;-1;7.11e-07;167892
0xedfae9261_2;0;0;0;-1;3.21e-07;167892
0x1879cd4a6_0;0;0;0;-1;3.21e-07;167892
0x1770e3b8_0;0;0;0;-1;2.9e-07;167892
0x16eddbd25_2;0;0;0;-1;1.8e-07;167892
0x57627cbfa_1;0;0;0;-1;1.9e-07;167892
0x85d9f14df_1;0;0;0;-1;2.6e-07;167892
0x6ceb0e786_0;0;0;0;-1;3.7e-07;167892
0xec0a0e2e8_0;0;0;0;-1;6.01e-07;167892
0x540f02124_1;0;0;0;-1;8.52e-07;167892
0x93239c7bc_0;0;0;0;-1;6.81e-07;167892
0x63d9a0427_2;0;0;0;-1;4.21e-07;167892
0x1106797264_0;0;0;0;-1;3.3e-07;167892
0xc31136b54_0;0;0;0;-1;3.1e-07;167892
0x14ad5c369_0;0;0;0;-1;4.3e-07;167892
0x4c7b1cbac_0;0;0;0;-1;6.91e-07;167892
0x11ed25b99c_1;0;0;0;-1;5.61e-07;167892
0x26f9d3d9f_0;0;0;0;-1;5.71e-07;167892
0x67d26b499_1;0;0;0;-1;1.002e-06;167892
0x12038401f3_0;0;0;0;-1;6.51e-07;167892
0xca31b3aa9_2;0;0;0;-1;3.21e-07;167892
0xa0be4712e_1;0;0;0;-1;3.51e-07;167892
0x8054c3dea_1;0;0;0;-1;7.41e-07;167892
0x9c32cf99b_1;0;0;0;-1;2.71e-07;167892
0x8b827dfcc_0;0;0;0;-1;9.72e-07;167892
0x4ee1a8479_0;0;0;0;-1;8.11e-07;167892
0x39754f2ff_2;0;0;0;-1;3.31e-07;167892
0x6b80f4d7e_0;0;0;0;-1;2.11e-07;167892
0xef3c68ec4_0;0;0;0;-1;1.793e-06;167892
0xf84805732_2;0;0;0;-1;3.4e-07;167892
0x5f9fb8518_0;0;0;0;-1;2.01e-07;167892
0x569c47a7d_1;0;0;0;-1;3.4e-07;167892
0x44865df82_0;0;0;0;-1;1.8e-07;167892
0x11a5d91839_0;0;0;0;-1;2.3e-07;167892
0x104146225e_2;0;0;0;-1;2.01e-07;167892
0x5e0e10e75_1;0;0;0;-1;2.71e-07;167892
0x3d84e6b2_1;0;0;0;-1;3.21e-07;167892
0xb5434aab6_2;0;0;0;-1;4.31e-07;167892
0x82350a87_2;0;0;0;-1;3.11e-07;167892
0xf80b67454_2;0;0;0;-1;5.51e-07;167892
0x601823455_2;0;0;0;-1;3.9e-07;167892
0xba67239aa_1;0;0;0;-1;5.11e-07;167892
0xdd1431688_0;0;0;0;-1;6.72e-07;167892
0x4c36c5aca_2;0;0;0;-1;3.31e-07;167892
0xac3ef76cf_1;0;0;0;-1;2.61e-07;167892
0x108019395e_1;0;0;0;-1;5.41e-07;167892
0x8968671aa_1;0;0;0;-1;5.01e-07;167892
0x99da98b60_2;0;0;0;-1;4.71e-07;167892
0xdd610d6ab_1;0;0;0;-1;6.61e-07;167892
0x4acc75239_2;0;0;0;-1;3.6e-07;167892
0xb45d0eda3_1;0;0;0;-1;1.7e-07;167892
0x49dd0074a_1;0;0;0;-1;3.51e-07;167892
0x9caa4eaad_0;0;0;0;-1;4.11e-07;167892
0x79dbb4eb_1;0;0;0;-1;7.02e-07;167892
0x55aaed26b_0;0;0;0;-1;6.61e-07;167892
0xf86636983_0;0;0;0;-1;3.3e-07;167892
0x28eaff25f_1;0;0;0;-1;5.51e-07;167892
0x8b158263e_1;0;0;0;-1;3.01e-07;167892
0x1b15091ce_2;0;0;0;-1;6.71e-07;167892
0xb226d883c_0;0;0;0;-1;3.7e-07;167892
0x9f89faf00_0;0;0;0;-1;2.21e-07;167892
0xf49a0ee0b_0;0;0;0;-1;3.41e-07;167892
0xa44c197f9_2;0;0;0;-1;2.91e-07;167892
0x827df0e2d_0;0;0;0;-1;3e-07;167892
0xd75433e5e_2;0;0;0;-1;3.2e-07;167892
0x7b55df805_0;0;0;0;-1;6.71e-07;167892
0x10f2e6e8bc_0;0;0;0;-1;4.81e-07;167892
0xd49e51196_2;0;0;0;-1;3.6e-07;167892
0x174e2b525_2;0;0;0;-1;4.3e-07;167892
0x6e34f23cb_2;0;0;0;-1;3.71e-07;167892
0x106ce4a583_0;0;0;0;-1;3.31e-07;167892
0x4b9515950_1;0;0;0;-1;4.31e-07;167892
0x763bb24d8_1;0;0;0;-1;4.31e-07;167892
0x1207d8da8f_2;0;0;0;-1;3.01e-07;167892
0xe2d82a608_2;0;0;0;-1;2.50811;167894
0xdd2980dc3_0;0;0;0;-1;7.12e-07;167894
0xabf99482_2;0;0;0;-1;21.2598;167916
0xdf958fb23_2;0;0;0;-1;4.21e-07;167916
0xa3551a4b7_1;0;0;0;-1;4.31e-07;167916
0x74d9af9fe_0;0;0;0;-1;6.31e-07;167916
0x1142a13c15_1;1;1;1754;6;3.33299;167919
0x111156a271_1;0;0;0;-1;0.593303;167920
0x6af85cc2f_1;0;0;0;-1;7.62e-07;167920
0x81d5f2ef3_0;0;0;0;-1;7.32e-07;167920
0x845cbbdf3_2;0;0;0;-1;5.61e-07;167920
0x34b67b964_1;0;0;0;-1;2.8e-07;167920
0x6008f3e63_2;0;0;0;-1;7.02e-07;167920
0x6a79c7b74_0;0;0;0;-1;8.72e-07;167920
0x812dd825_1;0;0;0;-1;0.208003;167920
0xd669c6a65_0;0;0;0;-1;6.11e-07;167920
0xff38d1fe9_2;0;0;0;-1;5.81e-07;167920
0x2011f3832_0;0;0;0;-1;6.11e-07;167920
0x6e53325c9_1;0;0;0;-1;5.21e-07;167920
0xe19aad9bc_0;0;0;0;-1;5.61e-07;167920
0x2621fa756_1;1;1;154232;13;249.582;168169
0xe248541c9_2;0;0;0;-1;7.41e-07;168169
0x69078232d_1;0;0;0;-1;4.01e-07;168169
0xee2c1c293_2;0;0;0;-1;3.91e-07;168169
0xab901aa8d_0;0;0;0;-1;6.71e-07;168169
0xe640972b6_2;0;0;0;-1;6.11e-07;168169
0x15d95e7ab_0;0;0;0;-1;3.3e-07;168169
0x17196a10e_0;0;0;0;-1;3.41e-07;168169
0xe01ba0a24_1;0;0;0;-1;2.91e-07;168169
0x7a09ba731_2;0;0;0;-1;4.71e-07;168169
0xad94ad5c6_2;0;0;0;-1;3.81e-07;168169
0xb4a606706_0;0;0;0;-1;5.81e-07;168169
0x11f68ec228_1;0;0;0;-1;3.41e-07;168169
0x59cd65c93_1;0;0;0;-1;6.51e-07;168169
0xc3771b1be_0;0;0;0;-1;2.7e-07;168169
0x35cda0980_2;0;0;0;-1;8.91e-07;168169
0xde6b66821_1;0;0;0;-1;5.11e-07;168169
0xf47157ce9_2;0;0;0;-1;5.91e-07;168169
0x5cfb5676d_2;0;0;0;-1;6.11e-07;168169
0x108b915338_2;0;0;0;-1;6.12e-07;168169
0x462dd87cb_0;0;0;0;-1;5.91e-07;168169
0xfe9b36993_1;0;0;0;-1;4.11e-07;168169
0x59a9d963_1;0;0;0;-1;1.7e-07;168169
0xc4dd1f9c4_2;0;0;0;-1;2.9e-07;168169
0xc5549305a_0;0;0;0;-1;2.9e-07;168169
0xf1e26ad65_2;0;0;0;-1;6.31e-07;168169
0xca607d770_2;0;0;0;-1;3.5e-07;168169
0x12719f6f8_1;0;0;0;-1;15.3441;168185
0x9e03f989c_0;0;0;0;-1;8.91e-07;168185
0xcc129929a_2;0;0;0;-1;7.52e-07;168185
0x10dcbff1d6_2;0;0;0;-1;5.61e-07;168185
0x6e307ec03_0;0;0;0;-1;5.21e-07;168185
0xd9782814c_0;0;0;0;-1;4.41e-07;168185
0xafdb9deb9_2;0;0;0;-1;3.8e-07;168185
0x3dbfb89f2_0;0;0;0;-1;6.21e-07;168185
0x7fc409207_1;0;0;0;-1;6.31e-07;168185
0xdc120d15_2;0;0;0;-1;5.01e-07;168185
0xf6e7bdf61_1;1;0;214;-1;16.4594;168201
0x29421bb8d_0;0;0;0;-1;5.92e-07;168201
0xd2251e9bb_1;0;0;0;-1;4.51e-07;168201
0x2419f20e8_0;0;0;0;-1;6.92e-07;168201
0x894eba340_2;0;0;0;-1;7.01e-07;168201
0x8998f9152_2;0;0;0;-1;5.51e-07;168201
0x1116e2962_0;0;0;0;-1;3.31e-07;168201
0xbb15d4b57_1;0;0;0;-1;3.1e-07;168201
0x1017119900_1;0;0;0;-1;3.4e-07;168201
0xb09b3a012_1;0;0;0;-1;3.21e-07;168201
0x722708583_2;0;0;0;-1;1.8e-07;168201
0xa68b8b30a_2;0;0;0;-1;3.01e-07;168201
0xbab0caf75_1;0;0;0;-1;3.41e-07;168201
0xa4dd321d0_1;0;0;0;-1;3.31e-07;168201
0x81683ab85_0;0;0;0;-1;3.01e-07;168201
0x12218d56fb_1;0;0;0;-1;2.91e-07;168201
0x26217ac66_2;0;0;0;-1;3.11e-07;168201
0xff06c9d68_1;0;0;0;-1;6.21e-07;168201
0x9f9de45da_1;0;0;0;-1;3.71e-07;168201
0x11543322a2_0;0;0;0;-1;6.01e-07;168201
0x4517e381e_0;0;0;0;-1;5.31e-07;168201
0xea6c08dac_1;0;0;0;-1;3.61e-07;168201
0x80ae24617_2;0;0;0;-1;2.11e-07;168201
0xe0370f3ec_0;0;0;0;-1;3.6e-07;168201
0xbebab6e9a_0;0;0;0;-1;3.51e-07;168201
0x1237516ae5_2;0;0;0;-1;3.21e-07;168201
0xb5baedea9_0;0;0;0;-1;6.21e-07;168201
0x201404772_0;0;0;0;-1;6.81e-07;168201
0x47b43f976_2;0;0;0;-1;6.11e-07;168201
0xc38c5cc5f_2;0;0;0;-1;6.11e-07;168201
0xc476aed33_0;0;0;0;-1;5.21e-07;168201
0xb0ea7e0a4_1;0;0;0;-1;3.7e-07;168201
0xdca229f41_2;0;0;0;-1;4.01e-07;168201
0x15b331071_2;0;0;0;-1;0.01883;168201
0xb555e836c_1;0;0;0;-1;1.152e-06;168201
0x122c00efdf_2;0;0;0;-1;4.21e-07;168201
0x1d079fe2e_0;0;0;0;-1;3.81e-07;168201
0xfbfbe342b_1;0;0;0;-1;6.41e-07;168201
0x84276cca1_0;0;0;0;-1;5.81e-07;168201
0xca8b6b0d0_0;0;0;0;-1;4.01e-07;168201
0x6ef1c04e9_1;0;0;0;-1;6.31e-07;168201
0x2555dd402_2;0;0;0;-1;6.41e-07;168201
0xb80ec0506_1;1;1;1414;1;7.13764;168209
0x100e5f520a_1;0;0;0;-1;8.72e-07;168209
0x4e2222306_2;0;0;0;-1;1.092e-06;168209
0xb25f00a33_0;0;0;0;-1;6.51e-07;168209
0xf9844c607_0;0;0;0;-1;4.91e-07;168209
0xe324be72b_1;0;0;0;-1;5.17311;168214
0x5a0aa19c4_1;0;0;0;-1;8.02e-07;168214
0x11a2f8584c_1;0;0;0;-1;3.31e-07;168214
0x3f016da87_2;0;0;0;-1;4.51e-07;168214
0x11dd89ad1c_2;0;0;0;-1;6.91e-07;168214
0x133b92c19_1;0;0;0;-1;6.72e-07;168214
0x75576a6ee_2;0;0;0;-1;1.783e-06;168214
0x1207a78647_1;0;0;0;-1;3.1e-07;168214
0x100d5f7d96_0;0;0;0;-1;3e-07;168214
0xc4b0e76cf_2;0;0;0;-1;3.71e-07;168214
0x4a9176747_1;0;0;0;-1;5.92e-07;168214
0x10ea2e03d6_2;0;0;0;-1;5.21e-07;168214
0x31ae56293_2;0;0;0;-1;5.91e-07;168214
0x121e689237_2;0;0;0;-1;7.31e-07;168214
0xe05829686_2;0;0;0;-1;4.41e-07;168214
0x31d5b62e4_0;0;0;0;-1;3.41e-07;168214
0x9d158487b_1;0;0;0;-1;6.62e-07;168214
0xc8a92c21c_1;0;0;0;-1;4.31e-07;168214
0xa048d9403_2;0;0;0;-1;3e-07;168214
0x83cac76bc_1;0;0;0;-1;5.91e-07;168214
0x3302003eb_1;0;0;0;-1;5.71e-07;168214
0x2588ad55b_2;0;0;0;-1;6.01e-07;168214
0x41d786218_0;0;0;0;-1;5.51e-07;168214
0x83f95f08a_2;0;0;0;-1;5.41e-07;168214
0x11207bfe81_1;0;0;0;-1;4.91e-07;168214
0x551f09c5b_0;0;0;0;-1;2.8e-07;168214
0xf869b1a3a_2;0;0;0;-1;86.5689;168300
0x100eb16330_2;0;0;0;-1;3.41e-07;168300
0xd3a4f6fec_2;0;0;0;-1;1.052e-06;168300
0xf920be9d6_1;0;0;0;-1;3e-07;168300
0xf28f61030_0;0;0;0;-1;6.21e-07;168300
0x8dde14b2e_1;0;0;0;-1;4.61e-07;168300
0x1106148d1d_2;0;0;0;-1;4.11e-07;168300
0x1f1905556_0;0;0;0;-1;0.174994;168300
0xc3541f011_1;0;0;0;-1;9.21e-07;168300
0xa6f443834_2;0;0;0;-1;3.81e-07;168300
0x1155783860_0;0;0;0;-1;3.11e-07;168300
0x61634d908_2;0;0;0;-1;5.81e-07;168300
0x12109b0348_0;0;0;0;-1;6.31e-07;168300
0x8666daa34_2;0;0;0;-1;6.01e-07;168300
0x104accfd35_1;0;0;0;-1;4e-07;168300
0xf6b6dc48c_2;0;0;0;-1;3.41e-07;168300
0x3e07c64bd_2;0;0;0;-1;3.5e-07;168300
0x10284bcbd6_0;0;0;0;-1;6.11e-07;168301
0x2e9faf494_0;0;0;0;-1;5.2e-07;168301
0x107668bd40_1;0;0;0;-1;6.41e-07;168301
0x1d3f18cde_0;0;0;0;-1;6.32e-07;168301
0x78701c09_2;0;0;0;-1;3.4e-07;168301
0x3402705d2_2;0;0;0;-1;6.21e-07;168301
0x3a4800b9a_2;0;0;0;-1;5.81e-07;168301
0x5bf6e3e8_1;0;0;0;-1;4.5e-07;168301
0x118426bb28_2;0;0;0;-1;6.01e-07;168301
0x27e89b849_2;0;0;0;-1;6.01e-07;168301
0x89cb4829a_1;0;0;0;-1;4.9e-07;168301
0x92e144d93_1;0;0;0;-1;5.81e-07;168301
0x4bc29e66e_1;0;0;0;-1;7.21e-07;168301
0xdfc7965c8_0;0;0;0;-1;6.51e-07;168301
0xa0050afa4_2;0;0;0;-1;6.51e-07;168301
0xf03d35972_2;0;0;0;-1;6.61e-07;168301
0x557fc92f2_2;0;0;0;-1;6.51e-07;168301
0xe46e0f5ac_0;0;0;0;-1;2.3e-07;168301
0x11114dd42b_1;0;0;0;-1;5.61e-07;168301
0xcb2d44d2f_0;0;0;0;-1;4.2e-07;168301
0x10cd65f8f3_2;0;0;0;-1;6.31e-07;168301
0xfddbb1bbf_1;0;0;0;-1;5.51e-07;168301
0xe63650684_0;0;0;0;-1;5.81e-07;168301
0xcf6523d59_1;0;0;0;-1;6.01e-07;168301
0x768252dc2_2;0;0;0;-1;3.91e-07;168301
0xdf30a00fd_1;0;0;0;-1;2.8e-07;168301
0x82cabca6f_0;0;0;0;-1;3.21e-07;168301
0x36024f53d_1;0;0;0;-1;4.21e-07;168301
0x6dee63d38_1;0;0;0;-1;5.71e-07;168301
0xe53b4176c_2;0;0;0;-1;5.62e-07;168301
0x737419e6d_1;0;0;0;-1;6.41e-07;168301
0x97cc043f6_1;0;0;0;-1;5.71e-07;168301
0x6e9034422_1;0;0;0;-1;5.11e-07;168301
0x411e99baa_1;0;0;0;-1;3.31e-07;168301
0x93cc56351_2;0;0;0;-1;5.91e-07;168301
